host_time,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta
1788558343.4218965,ENC,1769990,0,,0,0
1788558343.441777,ENC,1770010,0,,0,0
1788558343.4616475,ENC,1770030,0,,0,0
1788558343.4815786,ENC,1770050,0,,0,0
1788558343.501411,ENC,1770070,0,,0,0
1788558343.5212734,ENC,1770090,0,,0,0
1788558343.5412695,ENC,1770110,0,,0,0
1788558343.5610485,ENC,1770130,0,,0,0
1788558343.5808923,ENC,1770150,0,,0,0
1788558343.6007752,ENC,1770170,0,,0,0
1788558343.6207392,ENC,1770190,0,,0,0
1788558343.6405241,ENC,1770210,0,,0,0
1788558343.6603875,ENC,1770230,0,,0,0
1788558343.6802704,ENC,1770250,0,,0,0
1788558343.700156,ENC,1770270,0,,0,0
1788558343.720014,ENC,1770290,0,,0,0
1788558343.7398598,ENC,1770310,0,,0,0
1788558343.7597523,ENC,1770330,0,,0,0
1788558343.7796464,ENC,1770350,0,,0,0
1788558343.799591,ENC,1770370,0,,0,0
1788558343.8193789,ENC,1770390,0,,0,0
1788558343.8392448,ENC,1770410,0,,0,0
1788558343.8591008,ENC,1770430,0,,0,0
1788558343.8790133,ENC,1770450,0,,0,0
1788558343.8988786,ENC,1770470,0,,0,0
1788558343.9187424,ENC,1770490,0,,0,0
1788558343.9386408,ENC,1770510,0,,0,0
1788558343.9585001,ENC,1770530,0,,0,0
1788558343.9783905,ENC,1770550,0,,0,0
1788558343.9982412,ENC,1770570,0,,0,0
1788558344.0181377,ENC,1770590,0,,0,0
1788558344.0380232,ENC,1770610,0,,0,0
1788558344.0578856,ENC,1770630,0,,0,0
1788558344.0777485,ENC,1770650,0,,0,0
1788558344.0976586,ENC,1770670,0,,0,0
1788558344.1175036,ENC,1770690,0,,0,0
1788558344.1373663,ENC,1770710,0,,0,0
1788558344.1572678,ENC,1770730,0,,0,0
1788558344.177162,ENC,1770750,0,,0,0
1788558344.1970086,ENC,1770770,0,,0,0
1788558344.216951,ENC,1770790,0,,0,0
1788558344.236771,ENC,1770810,0,,0,0
1788558344.25663,ENC,1770830,0,,0,0
1788558344.2765393,ENC,1770850,0,,0,0
1788558344.2963765,ENC,1770870,0,,0,0
1788558344.3162198,ENC,1770890,0,,0,0
1788558344.3361068,ENC,1770910,0,,0,0
1788558344.3560088,ENC,1770930,0,,0,0
1788558344.375873,ENC,1770950,0,,0,0
1788558344.3957665,ENC,1770970,0,,0,0
1788558344.415902,ENC,1770990,0,,0,0
1788558344.4355168,ENC,1771010,0,,0,0
1788558344.4553862,ENC,1771030,0,,0,0
1788558344.4753284,ENC,1771050,0,,0,0
1788558344.4951458,ENC,1771070,0,,0,0
1788558344.515035,ENC,1771090,0,,0,0
1788558344.5348818,ENC,1771110,0,,0,0
1788558344.5548122,ENC,1771130,0,,0,0
1788558344.5746517,ENC,1771150,0,,0,0
1788558344.594533,ENC,1771170,0,,0,0
1788558344.6145139,ENC,1771190,0,,0,0
1788558344.6343343,ENC,1771210,0,,0,0
1788558344.6541657,ENC,1771230,0,,0,0
1788558344.6741068,ENC,1771250,0,,0,0
1788558344.693991,ENC,1771270,0,,0,0
1788558344.7138429,ENC,1771290,0,,0,0
1788558344.733728,ENC,1771310,0,,0,0
1788558344.753611,ENC,1771330,0,,0,0
1788558344.7735004,ENC,1771350,0,,0,0
1788558344.793371,ENC,1771370,0,,0,0
1788558344.8132987,ENC,1771390,0,,0,0
1788558344.833175,ENC,1771410,0,,0,0
1788558344.8530736,ENC,1771430,0,,0,0
1788558344.8729386,ENC,1771450,0,,0,0
1788558344.8928323,ENC,1771470,0,,0,0
1788558344.9126954,ENC,1771490,0,,0,0
1788558344.9325705,ENC,1771510,0,,0,0
1788558344.952467,ENC,1771530,0,,0,0
1788558344.9723577,ENC,1771550,0,,0,0
1788558344.9922252,ENC,1771570,0,,0,0
1788558345.0121388,ENC,1771590,0,,0,0
1788558345.0320675,ENC,1771610,0,,0,0
1788558345.0518663,ENC,1771630,0,,0,0
1788558345.071767,ENC,1771650,0,,0,0
1788558345.0917037,ENC,1771670,0,,0,0
1788558345.111515,ENC,1771690,0,,0,0
1788558345.1313872,ENC,1771710,0,,0,0
1788558345.1513197,ENC,1771730,0,,0,0
1788558345.171144,ENC,1771750,0,,0,0
1788558345.1910255,ENC,1771770,0,,0,0
1788558345.2109501,ENC,1771790,0,,0,0
1788558345.2308302,ENC,1771810,0,,0,0
1788558345.2506914,ENC,1771830,0,,0,0
1788558345.2705863,ENC,1771850,0,,0,0
1788558345.29046,ENC,1771870,0,,0,0
1788558345.3102932,ENC,1771890,0,,0,0
1788558345.3301694,ENC,1771910,0,,0,0
1788558345.3500843,ENC,1771930,0,,0,0
1788558345.3699327,ENC,1771950,0,,0,0
1788558345.38981,ENC,1771970,0,,0,0
1788558345.409735,ENC,1771990,0,,0,0
1788558345.42961,ENC,1772010,0,,0,0
1788558345.4494562,ENC,1772030,0,,0,0
1788558345.4693782,ENC,1772050,0,,0,0
1788558345.489246,ENC,1772070,0,,0,0
1788558345.5091171,ENC,1772090,0,,0,0
1788558345.5290132,ENC,1772110,0,,0,0
1788558345.548905,ENC,1772130,0,,0,0
1788558345.5687582,ENC,1772150,0,,0,0
1788558345.588658,ENC,1772170,0,,0,0
1788558345.6085947,ENC,1772190,0,,0,0
1788558345.6284254,ENC,1772210,0,,0,0
1788558345.6483765,ENC,1772230,0,,0,0
1788558345.6682,ENC,1772250,0,,0,0
1788558345.6880698,ENC,1772270,0,,0,0
1788558345.707957,ENC,1772290,0,,0,0
1788558345.7278242,ENC,1772310,0,,0,0
1788558345.7477148,ENC,1772330,0,,0,0
1788558345.7675533,ENC,1772350,0,,0,0
1788558345.7874515,ENC,1772370,0,,0,0
1788558345.807347,ENC,1772390,0,,0,0
1788558345.82722,ENC,1772410,0,,0,0
1788558345.8470607,ENC,1772430,0,,0,0
1788558345.866969,ENC,1772450,0,,0,0
1788558345.8868804,ENC,1772470,0,,0,0
1788558345.9067378,ENC,1772490,0,,0,0
1788558345.9266493,ENC,1772510,0,,0,0
1788558345.9464948,ENC,1772530,0,,0,0
1788558345.9663284,ENC,1772550,0,,0,0
1788558345.9862368,ENC,1772570,0,,0,0
1788558346.0061731,ENC,1772590,0,,0,0
1788558346.026,ENC,1772610,0,,0,0
1788558346.0458689,ENC,1772630,0,,0,0
1788558346.0657692,ENC,1772650,0,,0,0
1788558346.0856075,ENC,1772670,0,,0,0
1788558346.1054828,ENC,1772690,0,,0,0
1788558346.1253436,ENC,1772710,0,,0,0
1788558346.1452324,ENC,1772730,0,,0,0
1788558346.1650698,ENC,1772750,0,,0,0
1788558346.1849475,ENC,1772770,0,,0,0
1788558346.2048435,ENC,1772790,0,,0,0
1788558346.2246933,ENC,1772810,0,,0,0
1788558346.2445142,ENC,1772830,0,,0,0
1788558346.2644775,ENC,1772850,0,,0,0
1788558346.2842724,ENC,1772870,0,,0,0
1788558346.3041382,ENC,1772890,0,,0,0
1788558346.3240864,ENC,1772910,0,,0,0
1788558346.3438876,ENC,1772930,0,,0,0
1788558346.3637393,ENC,1772950,0,,0,0
1788558346.3836286,ENC,1772970,0,,0,0
1788558346.4034913,ENC,1772990,0,,0,0
1788558346.4233453,ENC,1773010,0,,0,0
1788558346.4432232,ENC,1773030,0,,0,0
1788558346.4631357,ENC,1773050,0,,0,0
1788558346.4830124,ENC,1773070,0,,0,0
1788558346.5028737,ENC,1773090,0,,0,0
1788558346.5227563,ENC,1773110,0,,0,0
1788558346.5426073,ENC,1773130,0,,0,0
1788558346.5624712,ENC,1773150,0,,0,0
1788558346.5823078,ENC,1773170,0,,0,0
1788558346.6022992,ENC,1773190,0,,0,0
1788558346.622068,ENC,1773210,0,,0,0
1788558346.6419349,ENC,1773230,0,,0,0
1788558346.6618276,ENC,1773250,0,,0,0
1788558346.6816885,ENC,1773270,0,,0,0
1788558346.7015243,ENC,1773290,0,,0,0
1788558346.7214174,ENC,1773310,0,,0,0
1788558346.7413204,ENC,1773330,0,,0,0
1788558346.7611027,ENC,1773350,0,,0,0
1788558346.7809772,ENC,1773370,0,,0,0
1788558346.800903,ENC,1773390,0,,0,0
1788558346.8207273,ENC,1773410,0,,0,0
1788558346.840624,ENC,1773430,0,,0,0
1788558346.860503,ENC,1773450,0,,0,0
1788558346.8804255,ENC,1773470,0,,0,0
1788558346.900188,ENC,1773490,0,,0,0
1788558346.9201107,ENC,1773510,0,,0,0
1788558346.9400356,ENC,1773530,0,,0,0
1788558346.9598408,ENC,1773550,0,,0,0
1788558346.9796903,ENC,1773570,0,,0,0
1788558346.99958,ENC,1773590,0,,0,0
1788558347.0194595,ENC,1773610,0,,0,0
1788558347.0392916,ENC,1773630,0,,0,0
1788558347.0591958,ENC,1773650,0,,0,0
1788558347.0790572,ENC,1773670,0,,0,0
1788558347.0988784,ENC,1773690,0,,0,0
1788558347.1187959,ENC,1773710,0,,0,0
1788558347.1386745,ENC,1773730,0,,0,0
1788558347.158506,ENC,1773750,0,,0,0
1788558347.1783724,ENC,1773770,0,,0,0
1788558347.1982749,ENC,1773790,0,,0,0
1788558347.218122,ENC,1773810,0,,0,0
1788558347.2380009,ENC,1773830,0,,0,0
1788558347.2578986,ENC,1773850,0,,0,0
1788558347.2777798,ENC,1773870,0,,0,0
1788558347.2976353,ENC,1773890,0,,0,0
1788558347.3174968,ENC,1773910,0,,0,0
1788558347.3373816,ENC,1773930,0,,0,0
1788558347.3572586,ENC,1773950,0,,0,0
1788558347.3770983,ENC,1773970,0,,0,0
1788558347.3970034,ENC,1773990,0,,0,0
1788558347.4168742,ENC,1774010,0,,0,0
1788558347.4366972,ENC,1774030,0,,0,0
1788558347.4565988,ENC,1774050,0,,0,0
1788558347.4764984,ENC,1774070,0,,0,0
1788558347.496407,ENC,1774090,0,,0,0
1788558347.5162334,ENC,1774110,0,,0,0
1788558347.5361187,ENC,1774130,0,,0,0
1788558347.5559516,ENC,1774150,0,,0,0
1788558347.575887,ENC,1774170,0,,0,0
1788558347.5958047,ENC,1774190,0,,0,0
1788558347.6155605,ENC,1774210,0,,0,0
1788558347.6354241,ENC,1774230,0,,0,0
1788558347.6553266,ENC,1774250,0,,0,0
1788558347.6751897,ENC,1774270,0,,0,0
1788558347.695043,ENC,1774290,0,,0,0
1788558347.714936,ENC,1774310,0,,0,0
1788558347.734816,ENC,1774330,0,,0,0
1788558347.7546413,ENC,1774350,0,,0,0
1788558347.7745268,ENC,1774370,0,,0,0
1788558347.7944074,ENC,1774390,0,,0,0
1788558347.814287,ENC,1774410,0,,0,0
1788558347.8341286,ENC,1774430,0,,0,0
1788558347.854045,ENC,1774450,0,,0,0
1788558347.873912,ENC,1774470,0,,0,0
1788558347.8937838,ENC,1774490,0,,0,0
1788558347.9136965,ENC,1774510,0,,0,0
1788558347.933574,ENC,1774530,0,,0,0
1788558347.9534023,ENC,1774550,0,,0,0
1788558347.9733307,ENC,1774570,0,,0,0
1788558347.9931638,ENC,1774590,0,,0,0
1788558348.0130296,ENC,1774610,0,,0,0
1788558348.0328834,ENC,1774630,0,,0,0
1788558348.052762,ENC,1774650,0,,0,0
1788558348.0726254,ENC,1774670,0,,0,0
1788558348.092513,ENC,1774690,0,,0,0
1788558348.1124358,ENC,1774710,0,,0,0
1788558348.1322527,ENC,1774730,0,,0,0
1788558348.152066,ENC,1774750,0,,0,0
1788558348.1719317,ENC,1774770,0,,0,0
1788558348.191863,ENC,1774790,0,,0,0
1788558348.2116952,ENC,1774810,0,,0,0
1788558348.2315378,ENC,1774830,0,,0,0
1788558348.251453,ENC,1774850,0,,0,0
1788558348.2713213,ENC,1774870,0,,0,0
1788558348.2911434,ENC,1774890,0,,0,0
1788558348.3110507,ENC,1774910,0,,0,0
1788558348.3309128,ENC,1774930,0,,0,0
1788558348.3507547,ENC,1774950,0,,0,0
1788558348.3706355,ENC,1774970,0,,0,0
1788558348.3905275,ENC,1774990,0,,0,0
1788558348.4103293,ENC,1775010,0,,0,0
1788558348.4302108,ENC,1775030,0,,0,0
1788558348.450086,ENC,1775050,0,,0,0
1788558348.4699872,ENC,1775070,0,,0,0
1788558348.4898088,ENC,1775090,0,,0,0
1788558348.5097034,ENC,1775110,0,,0,0
1788558348.5295556,ENC,1775130,0,,0,0
1788558348.5494065,ENC,1775150,0,,0,0
1788558348.5692594,ENC,1775170,0,,0,0
1788558348.589222,ENC,1775190,0,,0,0
1788558348.6090193,ENC,1775210,0,,0,0
1788558348.6288736,ENC,1775230,0,,0,0
1788558348.6487887,ENC,1775250,0,,0,0
1788558348.66861,ENC,1775270,0,,0,0
1788558348.6884482,ENC,1775290,0,,0,0
1788558348.7083511,ENC,1775310,0,,0,0
1788558348.7282808,ENC,1775330,0,,0,0
1788558348.7480536,ENC,1775350,0,,0,0
1788558348.767973,ENC,1775370,0,,0,0
1788558348.787806,ENC,1775390,0,,0,0
1788558348.807661,ENC,1775410,0,,0,0
1788558348.8275425,ENC,1775430,0,,0,0
1788558348.8474183,ENC,1775450,0,,0,0
1788558348.8672607,ENC,1775470,0,,0,0
1788558348.887107,ENC,1775490,0,,0,0
1788558348.9070258,ENC,1775510,0,,0,0
1788558348.9268987,ENC,1775530,0,,0,0
1788558348.9467502,ENC,1775550,0,,0,0
1788558348.9666355,ENC,1775570,0,,0,0
1788558348.9865072,ENC,1775590,0,,0,0
1788558349.0063405,ENC,1775610,0,,0,0
1788558349.026197,ENC,1775630,0,,0,0
1788558349.0461204,ENC,1775650,0,,0,0
1788558349.0659738,ENC,1775670,0,,0,0
1788558349.0858183,ENC,1775690,0,,0,0
1788558349.105724,ENC,1775710,0,,0,0
1788558349.125549,ENC,1775730,0,,0,0
1788558349.145389,ENC,1775750,0,,0,0
1788558349.1653104,ENC,1775770,0,,0,0
1788558349.185195,ENC,1775790,0,,0,0
1788558349.2050047,ENC,1775810,0,,0,0
1788558349.2249103,ENC,1775830,0,,0,0
1788558349.2447987,ENC,1775850,0,,0,0
1788558349.264628,ENC,1775870,0,,0,0
1788558349.2848659,ENC,1775890,0,,0,0
1788558349.3043723,ENC,1775910,0,,0,0
1788558349.324239,ENC,1775930,0,,0,0
1788558349.3441668,ENC,1775950,0,,0,0
1788558349.363967,ENC,1775970,0,,0,0
1788558349.3838263,ENC,1775990,0,,0,0
1788558349.4036682,ENC,1776010,0,,0,0
1788558349.4235137,ENC,1776030,0,,0,0
1788558349.4434338,ENC,1776050,0,,0,0
1788558349.4632804,ENC,1776070,0,,0,0
1788558349.4831142,ENC,1776090,0,,0,0
1788558349.502993,ENC,1776110,0,,0,0
1788558349.5229058,ENC,1776130,0,,0,0
1788558349.5427122,ENC,1776150,0,,0,0
1788558349.5626304,ENC,1776170,0,,0,0
1788558349.5825741,ENC,1776190,0,,0,0
1788558349.6023343,ENC,1776210,0,,0,0
1788558349.6221993,ENC,1776230,0,,0,0
1788558349.642073,ENC,1776250,0,,0,0
1788558349.661924,ENC,1776270,0,,0,0
1788558349.6817818,ENC,1776290,0,,0,0
1788558349.701646,ENC,1776310,0,,0,0
1788558349.7215166,ENC,1776330,0,,0,0
1788558349.7413573,ENC,1776350,0,,0,0
1788558349.7612317,ENC,1776370,0,,0,0
1788558349.7810793,ENC,1776390,0,,0,0
1788558349.8009367,ENC,1776410,0,,0,0
1788558349.8207865,ENC,1776430,0,,0,0
1788558349.8406563,ENC,1776450,0,,0,0
1788558349.860542,ENC,1776470,0,,0,0
1788558349.8803973,ENC,1776490,0,,0,0
1788558349.9002743,ENC,1776510,0,,0,0
1788558349.920111,ENC,1776530,0,,0,0
1788558349.9399579,ENC,1776550,0,,0,0
1788558349.9599264,ENC,1776570,0,,0,0
1788558349.9796977,ENC,1776590,0,,0,0
1788558349.9995322,ENC,1776610,0,,0,0
1788558350.0193973,ENC,1776630,0,,0,0
1788558350.0393045,ENC,1776650,0,,0,0
1788558350.0591302,ENC,1776670,0,,0,0
1788558350.0789902,ENC,1776690,0,,0,0
1788558350.098889,ENC,1776710,0,,0,0
1788558350.1187334,ENC,1776730,0,,0,0
1788558350.138574,ENC,1776750,0,,0,0
1788558350.1584764,ENC,1776770,0,,0,0
1788558350.1783438,ENC,1776790,0,,0,0
1788558350.198158,ENC,1776810,0,,0,0
1788558350.2180445,ENC,1776830,0,,0,0
1788558350.2379582,ENC,1776850,0,,0,0
1788558350.2577834,ENC,1776870,0,,0,0
1788558350.2776322,ENC,1776890,0,,0,0
1788558350.2975645,ENC,1776910,0,,0,0
1788558350.317443,ENC,1776930,0,,0,0
1788558350.3372715,ENC,1776950,0,,0,0
1788558350.3571591,ENC,1776970,0,,0,0
1788558350.3770356,ENC,1776990,0,,0,0
1788558350.3968694,ENC,1777010,0,,0,0
1788558350.416775,ENC,1777030,0,,0,0
1788558350.4366453,ENC,1777050,0,,0,0
1788558350.4564862,ENC,1777070,0,,0,0
1788558350.4763808,ENC,1777090,0,,0,0
1788558350.4962707,ENC,1777110,0,,0,0
1788558350.516115,ENC,1777130,0,,0,0
1788558350.5360155,ENC,1777150,0,,0,0
1788558350.5558894,ENC,1777170,0,,0,0
1788558350.5760028,ENC,1777190,0,,0,0
1788558350.595612,ENC,1777210,0,,0,0
1788558350.6154788,ENC,1777230,0,,0,0
1788558350.635429,ENC,1777250,0,,0,0
1788558350.6552057,ENC,1777270,0,,0,0
1788558350.675084,ENC,1777290,0,,0,0
1788558350.69496,ENC,1777310,0,,0,0
1788558350.7148254,ENC,1777330,0,,0,0
1788558350.7346785,ENC,1777350,0,,0,0
1788558350.754575,ENC,1777370,0,,0,0
1788558350.7744384,ENC,1777390,0,,0,0
1788558350.794281,ENC,1777410,0,,0,0
1788558350.8141701,ENC,1777430,0,,0,0
1788558350.834049,ENC,1777450,0,,0,0
1788558350.8539326,ENC,1777470,0,,0,0
1788558350.873778,ENC,1777490,0,,0,0
1788558350.8936322,ENC,1777510,0,,0,0
1788558350.9134963,ENC,1777530,0,,0,0
1788558350.933382,ENC,1777550,0,,0,0
1788558350.9532576,ENC,1777570,0,,0,0
1788558350.97313,ENC,1777590,0,,0,0
1788558350.9929576,ENC,1777610,0,,0,0
1788558351.0128195,ENC,1777630,0,,0,0
1788558351.0327275,ENC,1777650,0,,0,0
1788558351.0525563,ENC,1777670,0,,0,0
1788558351.0724034,ENC,1777690,0,,0,0
1788558351.0923016,ENC,1777710,0,,0,0
1788558351.11218,ENC,1777730,0,,0,0
1788558351.1320329,ENC,1777750,0,,0,0
1788558351.1518931,ENC,1777770,0,,0,0
1788558351.171777,ENC,1777790,0,,0,0
1788558351.1916516,ENC,1777810,0,,0,0
1788558351.2115023,ENC,1777830,0,,0,0
1788558351.2313607,ENC,1777850,0,,0,0
1788558351.2511733,ENC,1777870,0,,0,0
1788558351.271067,ENC,1777890,0,,0,0
1788558351.2909467,ENC,1777910,0,,0,0
1788558351.3108182,ENC,1777930,0,,0,0
1788558351.3306773,ENC,1777950,0,,0,0
1788558351.3505847,ENC,1777970,0,,0,0
1788558351.3704476,ENC,1777990,0,,0,0
1788558351.3902702,ENC,1778010,0,,0,0
1788558351.4101596,ENC,1778030,0,,0,0
1788558351.430015,ENC,1778050,0,,0,0
1788558351.4498887,ENC,1778070,0,,0,0
1788558351.4697354,ENC,1778090,0,,0,0
1788558351.4896295,ENC,1778110,0,,0,0
1788558351.5094671,ENC,1778130,0,,0,0
1788558351.5293221,ENC,1778150,0,,0,0
1788558351.549214,ENC,1778170,0,,0,0
1788558351.569159,ENC,1778190,0,,0,0
1788558351.5888927,ENC,1778210,0,,0,0
1788558351.6088016,ENC,1778230,0,,0,0
1788558351.6286538,ENC,1778250,0,,0,0
1788558351.648518,ENC,1778270,0,,0,0
1788558351.6683621,ENC,1778290,0,,0,0
1788558351.6882703,ENC,1778310,0,,0,0
1788558351.7081356,ENC,1778330,0,,0,0
1788558351.7279985,ENC,1778350,0,,0,0
1788558351.74786,ENC,1778370,0,,0,0
1788558351.767739,ENC,1778390,0,,0,0
1788558351.7875805,ENC,1778410,0,,0,0
1788558351.8075166,ENC,1778430,0,,0,0
1788558351.8273351,ENC,1778450,0,,0,0
1788558351.8471444,ENC,1778470,0,,0,0
1788558351.867006,ENC,1778490,0,,0,0
1788558351.886895,ENC,1778510,0,,0,0
1788558351.906771,ENC,1778530,0,,0,0
1788558351.9265828,ENC,1778550,0,,0,0
1788558351.9464786,ENC,1778570,0,,0,0
1788558351.9663467,ENC,1778590,0,,0,0
1788558351.9861794,ENC,1778610,0,,0,0
1788558352.0060694,ENC,1778630,0,,0,0
1788558352.025932,ENC,1778650,0,,0,0
1788558352.0458307,ENC,1778670,0,,0,0
1788558352.0656357,ENC,1778690,0,,0,0
1788558352.085536,ENC,1778710,0,,0,0
1788558352.1053622,ENC,1778730,0,,0,0
1788558352.1252763,ENC,1778750,0,,0,0
1788558352.1450984,ENC,1778770,0,,0,0
1788558352.1649816,ENC,1778790,0,,0,0
1788558352.1848068,ENC,1778810,0,,0,0
1788558352.2047153,ENC,1778830,0,,0,0
1788558352.2245893,ENC,1778850,0,,0,0
1788558352.244424,ENC,1778870,0,,0,0
1788558352.2642426,ENC,1778890,0,,0,0
1788558352.2841628,ENC,1778910,0,,0,0
1788558352.3040185,ENC,1778930,0,,0,0
1788558352.3238573,ENC,1778950,0,,0,0
1788558352.3437588,ENC,1778970,0,,0,0
1788558352.3636198,ENC,1778990,0,,0,0
1788558352.3834355,ENC,1779010,0,,0,0
1788558352.4033089,ENC,1779030,0,,0,0
1788558352.4232256,ENC,1779050,0,,0,0
1788558352.443027,ENC,1779070,0,,0,0
1788558352.4629056,ENC,1779090,0,,0,0
1788558352.482844,ENC,1779110,0,,0,0
1788558352.5026064,ENC,1779130,0,,0,0
1788558352.5224998,ENC,1779150,0,,0,0
1788558352.5423934,ENC,1779170,0,,0,0
1788558352.562338,ENC,1779190,0,,0,0
1788558352.5821025,ENC,1779210,0,,0,0
1788558352.6019945,ENC,1779230,0,,0,0
1788558352.6218438,ENC,1779250,0,,0,0
1788558352.6416922,ENC,1779270,0,,0,0
1788558352.6615682,ENC,1779290,0,,0,0
