host_time,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta
1788561465.7687387,ENC,48390,0,,0,0
1788561465.7886305,ENC,48410,0,,0,0
1788561465.8085225,ENC,48430,0,,0,0
1788561465.8284693,ENC,48450,0,,0,0
1788561465.8484285,ENC,48470,0,,0,0
1788561465.8682811,ENC,48490,0,,0,0
1788561465.8881943,ENC,48510,0,,0,0
1788561465.9081292,ENC,48530,0,,0,0
1788561465.928047,ENC,48550,0,,0,0
1788561465.947921,ENC,48570,0,,0,0
1788561465.967849,ENC,48590,0,,0,0
1788561465.9878538,ENC,48610,0,,0,0
1788561466.0076659,ENC,48630,0,,0,0
1788561466.0276175,ENC,48650,0,,0,0
1788561466.0475686,ENC,48670,0,,0,0
1788561466.0674417,ENC,48690,0,,0,0
1788561466.08732,ENC,48710,0,,0,0
1788561466.1072712,ENC,48730,0,,0,0
1788561466.1272967,ENC,48750,0,,0,0
1788561466.147155,ENC,48770,0,,0,0
1788561466.1670542,ENC,48790,0,,0,0
1788561466.1869903,ENC,48810,0,,0,0
1788561466.20681,ENC,48830,0,,0,0
1788561466.2267423,ENC,48850,0,,0,0
1788561466.2466352,ENC,48870,0,,0,0
1788561466.2665334,ENC,48890,0,,0,0
1788561466.2864091,ENC,48910,0,,0,0
1788561466.3063455,ENC,48930,0,,0,0
