host_time,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta
1788561466.3262846,ENC,48950,0,,0,0
1788561466.3461566,ENC,48970,0,,0,0
1788561466.3660839,ENC,48990,0,,0,0
1788561466.3859844,ENC,49010,0,,0,0
1788561466.4058661,ENC,49030,0,,0,0
1788561466.4257917,ENC,49050,0,,0,0
1788561466.445657,ENC,49070,0,,0,0
1788561466.4659228,ENC,49090,0,,0,0
1788561466.4860568,ENC,49110,0,,0,0
1788561466.5060575,ENC,49130,0,,0,0
1788561466.5255191,ENC,49150,0,,0,0
1788561466.545793,ENC,49170,0,,0,0
1788561466.5657582,ENC,49190,0,,0,0
1788561466.5850072,ENC,49210,0,,0,0
1788561466.604939,ENC,49230,0,,0,0
1788561466.6248233,ENC,49250,0,,0,0
1788561466.6447363,ENC,49270,0,,0,0
1788561466.6646209,ENC,49290,0,,0,0
1788561466.684515,ENC,49310,0,,0,0
1788561466.7044623,ENC,49330,0,,0,0
1788561466.7243361,ENC,49350,0,,0,0
1788561466.744293,ENC,49370,0,,0,0
1788561466.764191,ENC,49390,0,,0,0
