host_time,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta,yaw_deg,target_deg,yaw_rate_dps,turn_error_deg,turn_effort,left_pwm,right_pwm,turn_phase
1788586947.6700454,ENC,50090,0,,0,0,,,,,,,,
1788586947.6898189,ENC,50110,0,,0,0,,,,,,,,
1788586947.7097316,ENC,50130,0,,0,0,,,,,,,,
1788586947.7294812,ENC,50150,0,,0,0,,,,,,,,
1788586947.7495549,ENC,50170,0,,0,0,,,,,,,,
1788586947.7693908,ENC,50190,0,,0,0,,,,,,,,
1788586947.7892442,ENC,50210,0,,0,0,,,,,,,,
1788586947.8090885,ENC,50230,0,,0,0,,,,,,,,
1788586947.8291383,ENC,50250,0,,0,0,,,,,,,,
1788586947.8489244,ENC,50270,0,,0,0,,,,,,,,
1788586947.8687007,ENC,50290,0,,0,0,,,,,,,,
1788586947.8886082,ENC,50310,0,,0,0,,,,,,,,
1788586947.9087129,ENC,50330,0,,0,0,,,,,,,,
1788586947.9285688,ENC,50350,0,,0,0,,,,,,,,
1788586947.9484355,ENC,50370,0,,0,0,,,,,,,,
1788586947.9683843,ENC,50390,0,,0,0,,,,,,,,
1788586947.9882083,ENC,50410,0,,0,0,,,,,,,,
1788586948.008144,ENC,50430,0,,0,0,,,,,,,,
1788586948.027984,ENC,50450,0,,0,0,,,,,,,,
1788586948.0478415,ENC,50470,0,,0,0,,,,,,,,
1788586948.0677767,ENC,50490,0,,0,0,,,,,,,,
1788586948.0877519,ENC,50510,0,,0,0,,,,,,,,
1788586948.1076458,ENC,50530,0,,0,0,,,,,,,,
1788586948.1274974,ENC,50550,0,,0,0,,,,,,,,
1788586948.1472664,ENC,50570,0,,0,0,,,,,,,,
1788586948.1672645,ENC,50590,0,,0,0,,,,,,,,
1788586948.1871202,ENC,50610,0,,0,0,,,,,,,,
1788586948.2071068,ENC,50630,0,,0,0,,,,,,,,
1788586948.227016,ENC,50650,0,,0,0,,,,,,,,
1788586948.2469091,ENC,50670,0,,0,0,,,,,,,,
1788586948.266679,ENC,50690,0,,0,0,,,,,,,,
1788586948.2865114,ENC,50710,0,,0,0,,,,,,,,
1788586948.3065066,ENC,50730,0,,0,0,,,,,,,,
1788586948.3263624,ENC,50750,0,,0,0,,,,,,,,
1788586948.346264,ENC,50770,0,,0,0,,,,,,,,
1788586948.366324,ENC,50790,0,,0,0,,,,,,,,
1788586948.3862212,ENC,50810,0,,0,0,,,,,,,,
1788586948.4059718,ENC,50830,0,,0,0,,,,,,,,
1788586948.425995,ENC,50850,0,,0,0,,,,,,,,
1788586948.4458587,ENC,50870,0,,0,0,,,,,,,,
1788586948.465802,ENC,50890,0,,0,0,,,,,,,,
1788586948.4856105,ENC,50910,0,,0,0,,,,,,,,
1788586948.5055127,ENC,50930,0,,0,0,,,,,,,,
1788586948.5253475,ENC,50950,0,,0,0,,,,,,,,
1788586948.5454223,ENC,50970,0,,0,0,,,,,,,,
1788586948.5653105,ENC,50990,0,,0,0,,,,,,,,
1788586948.5850644,ENC,51010,0,,0,0,,,,,,,,
1788586948.604921,ENC,51030,0,,0,0,,,,,,,,
1788586948.6249142,ENC,51050,0,,0,0,,,,,,,,
1788586948.6450956,ENC,51070,0,,0,0,,,,,,,,
1788586948.6651008,ENC,51090,0,,0,0,,,,,,,,
1788586948.6848922,ENC,51110,0,,0,0,,,,,,,,
1788586948.7047982,ENC,51130,0,,0,0,,,,,,,,
1788586948.7245386,ENC,51150,0,,0,0,,,,,,,,
1788586948.7446303,ENC,51170,0,,0,0,,,,,,,,
1788586948.7645,ENC,51190,0,,0,0,,,,,,,,
1788586948.784234,ENC,51210,0,,0,0,,,,,,,,
1788586948.8041618,ENC,51230,0,,0,0,,,,,,,,
1788586948.82424,ENC,51250,0,,0,0,,,,,,,,
1788586948.8441093,ENC,51270,0,,0,0,,,,,,,,
1788586948.864045,ENC,51290,0,,0,0,,,,,,,,
1788586948.8839262,ENC,51310,0,,0,0,,,,,,,,
1788586948.9037924,ENC,51330,0,,0,0,,,,,,,,
1788586948.923686,ENC,51350,0,,0,0,,,,,,,,
1788586948.9434114,ENC,51370,0,,0,0,,,,,,,,
1788586948.963433,ENC,51390,0,,0,0,,,,,,,,
1788586948.9832785,ENC,51410,0,,0,0,,,,,,,,
1788586949.0032604,ENC,51430,0,,0,0,,,,,,,,
1788586949.02311,ENC,51450,0,,0,0,,,,,,,,
1788586949.0429657,ENC,51470,0,,0,0,,,,,,,,
1788586949.0627844,ENC,51490,0,,0,0,,,,,,,,
1788586949.0828044,ENC,51510,0,,0,0,,,,,,,,
1788586949.102705,ENC,51530,0,,0,0,,,,,,,,
1788586949.1226432,ENC,51550,0,,0,0,,,,,,,,
1788586949.1423407,ENC,51570,0,,0,0,,,,,,,,
1788586949.1620953,ENC,51590,0,,0,0,,,,,,,,
1788586949.1820815,ENC,51610,0,,0,0,,,,,,,,
1788586949.2024286,ENC,51630,0,,0,0,,,,,,,,
1788586949.222081,ENC,51650,0,,0,0,,,,,,,,
1788586949.2419121,ENC,51670,0,,0,0,,,,,,,,
1788586949.2616966,ENC,51690,0,,0,0,,,,,,,,
1788586949.2816541,ENC,51710,0,,0,0,,,,,,,,
1788586949.3015602,ENC,51730,0,,0,0,,,,,,,,
1788586949.321224,ENC,51750,0,,0,0,,,,,,,,
1788586949.3411896,ENC,51770,0,,0,0,,,,,,,,
1788586949.3612437,ENC,51790,0,,0,0,,,,,,,,
1788586949.3810914,ENC,51810,0,,0,0,,,,,,,,
1788586949.4009776,ENC,51830,0,,0,0,,,,,,,,
1788586949.4209828,ENC,51850,0,,0,0,,,,,,,,
1788586949.440847,ENC,51870,0,,0,0,,,,,,,,
1788586949.4606085,ENC,51890,0,,0,0,,,,,,,,
1788586949.480575,ENC,51910,0,,0,0,,,,,,,,
1788586949.5004854,ENC,51930,0,,0,0,,,,,,,,
1788586949.5204842,ENC,51950,0,,0,0,,,,,,,,
1788586949.539867,ENC,51970,0,,0,0,,,,,,,,
1788586949.5598915,ENC,51990,0,,0,0,,,,,,,,
1788586949.5796623,ENC,52010,0,,0,0,,,,,,,,
1788586949.5997083,ENC,52030,0,,0,0,,,,,,,,
1788586949.6197588,ENC,52050,0,,0,0,,,,,,,,
1788586949.6394126,ENC,52070,0,,0,0,,,,,,,,
1788586949.6593652,ENC,52090,0,,0,0,,,,,,,,
1788586949.6796277,ENC,52110,0,,0,0,,,,,,,,
1788586949.69909,ENC,52130,0,,0,0,,,,,,,,
1788586949.7188864,ENC,52150,0,,0,0,,,,,,,,
1788586949.7388904,ENC,52170,0,,0,0,,,,,,,,
1788586949.758808,ENC,52190,0,,0,0,,,,,,,,
1788586949.7785785,ENC,52210,0,,0,0,,,,,,,,
1788586949.7985134,ENC,52230,0,,0,0,,,,,,,,
1788586949.8187537,ENC,52250,0,,0,0,,,,,,,,
1788586949.8386972,ENC,52270,0,,0,0,,,,,,,,
1788586949.8585591,ENC,52290,0,,0,0,,,,,,,,
1788586949.8785052,ENC,52310,0,,0,0,,,,,,,,
1788586949.8984847,ENC,52330,0,,0,0,,,,,,,,
1788586949.9184134,ENC,52350,0,,0,0,,,,,,,,
1788586949.938461,CMD,52366,5,ARC_FL:90,,,,,,,,,,
1788586949.940877,ENC,52373,5,,0,0,,,,,,,,
1788586949.9469044,TRN,52374,5,,,,293.726,383.726,0.0,90.0,0,7199,7199,1
1788586949.9581823,ENC,52390,5,,0,0,,,,,,,,
1788586949.9639547,TRN,52392,5,,,,293.726,383.726,0.0,90.0,0,7199,7199,1
1788586949.9777238,ENC,52410,5,,0,0,,,,,,,,
1788586949.983245,TRN,52412,5,,,,293.726,383.726,0.0,90.0,0,7199,7199,1
1788586949.9976509,ENC,52430,5,,0,0,,,,,,,,
1788586950.0031464,TRN,52432,5,,,,293.726,383.726,0.0,90.0,0,7199,7199,1
1788586950.0176625,ENC,52450,5,,0,0,,,,,,,,
1788586950.0231974,TRN,52452,5,,,,293.726,383.726,0.0,90.0,0,7199,7199,1
1788586950.0376747,ENC,52470,5,,0,0,,,,,,,,
1788586950.0435874,TRN,52472,5,,,,293.726,383.726,0.0,90.0,2060,6334,5139,1
1788586950.0575507,ENC,52490,5,,1,5,,,,,,,,
1788586950.0634072,TRN,52492,5,,,,293.701,383.726,-1.384,90.009,2060,6334,5139,1
1788586950.0772243,ENC,52510,5,,6,11,,,,,,,,
1788586950.0826972,TRN,52512,5,,,,293.697,383.726,3.38,90.038,2060,6334,5139,1
1788586950.0971034,ENC,52530,5,,7,15,,,,,,,,
1788586950.102442,TRN,52532,5,,,,293.754,383.726,2.657,89.998,2060,6334,5139,1
1788586950.1172316,ENC,52550,5,,10,18,,,,,,,,
1788586950.122852,TRN,52552,5,,,,293.848,383.726,5.37,89.931,2060,6334,5139,1
1788586950.1369464,ENC,52570,5,,11,19,,,,,,,,
1788586950.1424274,TRN,52572,5,,,,294.037,383.726,12.969,89.802,2060,6334,5139,1
1788586950.1568525,ENC,52590,5,,13,22,,,,,,,,
1788586950.1623592,TRN,52592,5,,,,294.308,383.726,15.14,89.559,2060,6334,5139,1
1788586950.1767108,ENC,52610,5,,13,24,,,,,,,,
1788586950.182206,TRN,52612,5,,,,294.662,383.726,18.577,89.249,2060,6334,5139,1
1788586950.196756,ENC,52630,5,,15,26,,,,,,,,
1788586950.2022557,TRN,52632,5,,,,295.085,383.726,22.015,88.861,2060,6334,5139,1
1788586950.216545,ENC,52650,5,,16,28,,,,,,,,
1788586950.2220378,TRN,52652,5,,,,295.573,383.726,26.236,88.407,2060,6334,5139,1
1788586950.2364044,ENC,52670,5,,15,28,,,,,,,,
1788586950.2418673,TRN,52672,5,,,,296.107,383.726,28.226,87.891,2060,6334,5139,1
1788586950.2564201,ENC,52690,5,,17,30,,,,,,,,
1788586950.262218,TRN,52692,5,,,,296.664,383.726,27.683,87.339,2060,6334,5139,1
1788586950.2761977,ENC,52710,5,,17,30,,,,,,,,
1788586950.2816665,TRN,52712,5,,,,297.256,383.726,29.673,86.771,2060,6334,5139,1
1788586950.2961,ENC,52730,5,,18,31,,,,,,,,
1788586950.3015237,TRN,52732,5,,,,297.857,383.726,31.181,86.173,2060,6334,5139,1
1788586950.315955,ENC,52750,5,,18,31,,,,,,,,
1788586950.3214302,TRN,52752,5,,,,298.48,383.726,31.0,85.557,2060,6334,5139,1
1788586950.3359718,ENC,52770,5,,18,32,,,,,,,,
1788586950.3416638,TRN,52772,5,,,,299.105,383.726,31.362,84.934,2060,6334,5139,1
1788586950.355755,ENC,52790,5,,17,32,,,,,,,,
1788586950.361173,TRN,52792,5,,,,299.757,383.726,33.111,84.299,2042,6342,5157,1
1788586950.3756099,ENC,52810,5,,18,33,,,,,,,,
1788586950.3811061,TRN,52812,5,,,,300.422,383.726,33.774,83.638,2025,6349,5174,1
1788586950.3955343,ENC,52830,5,,18,33,,,,,,,,
1788586950.4009974,TRN,52832,5,,,,301.105,383.726,34.256,82.963,2006,6357,5193,1
1788586950.4154258,ENC,52850,5,,17,34,,,,,,,,
1788586950.4209356,TRN,52852,5,,,,301.792,383.726,34.377,82.277,1988,6364,5211,1
1788586950.4352686,ENC,52870,5,,17,33,,,,,,,,
1788586950.4407403,TRN,52872,5,,,,302.471,383.726,33.473,81.592,1972,6371,5227,1
1788586950.455209,ENC,52890,5,,18,32,,,,,,,,
1788586950.460621,TRN,52892,5,,,,303.146,383.726,34.558,80.92,1956,6377,5243,1
1788586950.4752457,ENC,52910,5,,17,33,,,,,,,,
1788586950.4810145,TRN,52912,5,,,,303.826,383.726,33.834,80.238,1938,6385,5261,1
1788586950.4951322,ENC,52930,5,,18,33,,,,,,,,
1788586950.5007622,TRN,52932,5,,,,304.493,383.726,33.171,79.565,1923,6391,5276,1
1788586950.5148401,ENC,52950,5,,17,33,,,,,,,,
1788586950.5203261,TRN,52952,5,,,,305.164,383.726,32.93,78.897,1904,6399,5295,1
1788586950.5347466,ENC,52970,5,,16,32,,,,,,,,
1788586950.5402374,TRN,52972,5,,,,305.826,383.726,33.593,78.232,1890,6405,5309,1
1788586950.5546746,ENC,52990,5,,18,33,,,,,,,,
1788586950.5602674,TRN,52992,5,,,,306.514,383.726,34.679,77.558,1870,6414,5329,1
1788586950.5745323,ENC,53010,5,,17,32,,,,,,,,
1788586950.580017,TRN,53012,5,,,,307.188,383.726,32.99,76.87,1855,6420,5344,1
1788586950.594447,ENC,53030,5,,17,32,,,,,,,,
1788586950.5999138,TRN,53032,5,,,,307.848,383.726,32.869,76.207,1839,6427,5360,1
1788586950.6143508,ENC,53050,5,,17,32,,,,,,,,
1788586950.6198423,TRN,53052,5,,,,308.498,383.726,31.422,75.549,1823,6433,5376,1
1788586950.634367,ENC,53070,5,,16,32,,,,,,,,
1788586950.6399815,TRN,53072,5,,,,309.128,383.726,31.543,74.913,1810,6439,5389,1
1788586950.654143,ENC,53090,5,,17,31,,,,,,,,
1788586950.659723,TRN,53092,5,,,,309.738,383.726,29.613,74.288,1796,6445,5403,1
1788586950.6739888,ENC,53110,5,,17,31,,,,,,,,
1788586950.6794457,TRN,53112,5,,,,310.332,383.726,29.915,73.692,1783,6450,5416,1
1788586950.6939023,ENC,53130,5,,16,30,,,,,,,,
1788586950.699355,TRN,53132,5,,,,310.93,383.726,29.854,73.095,1768,6457,5431,1
1788586950.7138348,ENC,53150,5,,16,30,,,,,,,,
1788586950.7193632,TRN,53152,5,,,,311.518,383.726,29.311,72.5,1754,6462,5445,1
1788586950.7336638,ENC,53170,5,,17,30,,,,,,,,
1788586950.7391453,TRN,53172,5,,,,312.105,383.726,28.347,71.912,1738,6469,5461,1
1788586950.7536447,ENC,53190,5,,16,29,,,,,,,,
1788586950.7591937,TRN,53192,5,,,,312.676,383.726,29.251,71.337,1727,6474,5472,1
1788586950.7736354,ENC,53210,5,,15,30,,,,,,,,
1788586950.7792253,TRN,53212,5,,,,313.24,383.726,27.864,70.764,1713,6479,5486,1
1788586950.793373,ENC,53230,5,,15,28,,,,,,,,
1788586950.7988021,TRN,53232,5,,,,313.816,383.726,29.07,70.201,1697,6486,5502,1
1788586950.8132815,ENC,53250,5,,16,28,,,,,,,,
1788586950.8188028,TRN,53252,5,,,,314.388,383.726,27.563,69.62,1683,6492,5516,1
1788586950.8331215,ENC,53270,5,,15,28,,,,,,,,
1788586950.838783,TRN,53272,5,,,,314.942,383.726,28.226,69.062,1671,6497,5528,1
1788586950.853063,ENC,53290,5,,15,27,,,,,,,,
1788586950.858488,TRN,53292,5,,,,315.483,383.726,26.658,68.509,1659,6502,5540,1
1788586950.8729439,ENC,53310,5,,15,27,,,,,,,,
1788586950.878388,TRN,53312,5,,,,316.027,383.726,27.141,67.971,1644,6508,5555,1
1788586950.8928175,ENC,53330,5,,14,27,,,,,,,,
1788586950.8983574,TRN,53332,5,,,,316.572,383.726,27.563,67.427,1631,6514,5568,1
1788586950.912862,ENC,53350,5,,15,27,,,,,,,,
1788586950.9184906,TRN,53352,5,,,,317.119,383.726,26.718,66.878,1617,6520,5582,1
1788586950.9326038,ENC,53370,5,,14,26,,,,,,,,
1788586950.9380708,TRN,53372,5,,,,317.636,383.726,25.512,66.345,1608,6524,5591,1
1788586950.9524856,ENC,53390,5,,14,26,,,,,,,,
1788586950.9580069,TRN,53392,5,,,,318.161,383.726,25.754,65.828,1592,6530,5607,1
1788586950.9723332,ENC,53410,5,,15,26,,,,,,,,
1788586950.9779723,TRN,53412,5,,,,318.68,383.726,26.598,65.307,1581,6535,5618,1
1788586950.9922335,ENC,53430,5,,14,25,,,,,,,,
1788586950.9976845,TRN,53432,5,,,,319.21,383.726,26.115,64.779,1566,6541,5633,1
1788586951.0121403,ENC,53450,5,,13,25,,,,,,,,
1788586951.0176535,TRN,53452,5,,,,319.723,383.726,25.512,64.258,1555,6546,5644,1
1788586951.0319862,ENC,53470,5,,14,26,,,,,,,,
1788586951.0374513,TRN,53472,5,,,,320.224,383.726,25.392,63.752,1545,6550,5654,1
1788586951.0520325,ENC,53490,5,,14,25,,,,,,,,
1788586951.0576806,TRN,53492,5,,,,320.729,383.726,24.789,63.248,1530,6556,5669,1
1788586951.0717711,ENC,53510,5,,13,24,,,,,,,,
1788586951.0772069,TRN,53512,5,,,,321.232,383.726,25.271,62.747,1518,6561,5681,1
1788586951.091659,ENC,53530,5,,14,25,,,,,,,,
1788586951.0970883,TRN,53532,5,,,,321.717,383.726,23.944,62.248,1508,6566,5691,1
1788586951.1115897,ENC,53550,5,,13,24,,,,,,,,
1788586951.1172702,TRN,53552,5,,,,322.201,383.726,23.1,61.765,1494,6571,5705,1
1788586951.1314087,ENC,53570,5,,14,23,,,,,,,,
1788586951.1368515,TRN,53572,5,,,,322.664,383.726,23.281,61.294,1486,6575,5713,1
1788586951.1513019,ENC,53590,5,,13,25,,,,,,,,
1788586951.1568198,TRN,53592,5,,,,323.126,383.726,23.04,60.83,1475,6580,5724,1
1788586951.1711485,ENC,53610,5,,13,23,,,,,,,,
1788586951.1766105,TRN,53612,5,,,,323.593,383.726,23.462,60.367,1462,6585,5737,1
1788586951.1911576,ENC,53630,5,,13,23,,,,,,,,
1788586951.196765,TRN,53632,5,,,,324.055,383.726,23.341,59.902,1452,6589,5747,1
1788586951.2109504,ENC,53650,5,,13,24,,,,,,,,
1788586951.2164693,TRN,53652,5,,,,324.516,383.726,22.256,59.437,1439,6595,5760,1
1788586951.2307892,ENC,53670,5,,12,23,,,,,,,,
1788586951.2362359,TRN,53672,5,,,,324.975,383.726,23.16,58.982,1428,6599,5771,1
1788586951.2507234,ENC,53690,5,,12,23,,,,,,,,
1788586951.2563248,TRN,53692,5,,,,325.422,383.726,22.497,58.526,1419,6603,5780,1
1788586951.2706,ENC,53710,5,,13,23,,,,,,,,
1788586951.276028,TRN,53712,5,,,,325.873,383.726,22.738,58.079,1407,6608,5792,1
1788586951.2904449,ENC,53730,5,,12,23,,,,,,,,
1788586951.2959182,TRN,53732,5,,,,326.327,383.726,22.557,57.625,1395,6613,5804,1
1788586951.310389,ENC,53750,5,,12,22,,,,,,,,
1788586951.3159003,TRN,53752,5,,,,326.769,383.726,21.954,57.176,1385,6617,5814,1
1788586951.3304021,ENC,53770,5,,12,22,,,,,,,,
1788586951.3360245,TRN,53772,5,,,,327.218,383.726,22.738,56.734,1373,6622,5826,1
1788586951.3501148,ENC,53790,5,,13,22,,,,,,,,
1788586951.355644,TRN,53792,5,,,,327.664,383.726,21.05,56.281,1362,6627,5837,1
1788586951.36995,ENC,53810,5,,11,21,,,,,,,,
1788586951.3754516,TRN,53812,5,,,,328.092,383.726,22.376,55.851,1354,6630,5845,1
1788586951.3898547,ENC,53830,5,,12,22,,,,,,,,
1788586951.39562,TRN,53832,5,,,,328.527,383.726,21.592,55.414,1342,6635,5857,1
1788586951.4097495,ENC,53850,5,,11,21,,,,,,,,
1788586951.4151788,TRN,53852,5,,,,328.972,383.726,23.1,54.98,1330,6640,5869,1
1788586951.4296038,ENC,53870,5,,12,22,,,,,,,,
1788586951.4350488,TRN,53872,5,,,,329.432,383.726,22.859,54.523,1317,6646,5882,1
1788586951.4495165,ENC,53890,5,,11,21,,,,,,,,
1788586951.454966,TRN,53892,5,,,,329.884,383.726,22.497,54.067,1307,6650,5892,1
1788586951.469585,ENC,53910,5,,11,21,,,,,,,,
1788586951.475184,TRN,53912,5,,,,330.337,383.726,22.678,53.616,1295,6655,5904,1
1788586951.4892824,ENC,53930,5,,10,22,,,,,,,,
1788586951.4947047,TRN,53932,5,,,,330.804,383.726,22.738,53.156,1281,6661,5918,1
1788586951.5092247,ENC,53950,5,,11,21,,,,,,,,
1788586951.5147207,TRN,53952,5,,,,331.261,383.726,23.16,52.694,1272,6665,5927,1
1788586951.5290358,ENC,53970,5,,11,21,,,,,,,,
1788586951.5346742,TRN,53972,5,,,,331.705,383.726,21.894,52.24,1262,6669,5937,1
1788586951.5489368,ENC,53990,5,,11,20,,,,,,,,
1788586951.5543654,TRN,53992,5,,,,332.144,383.726,21.954,51.802,1251,6674,5948,1
1788586951.5687857,ENC,54010,5,,11,20,,,,,,,,
1788586951.5742755,TRN,54012,5,,,,332.583,383.726,21.11,51.36,1239,6679,5960,1
1788586951.5886824,ENC,54030,5,,11,20,,,,,,,,
1788586951.5941522,TRN,54032,5,,,,333.004,383.726,20.869,50.931,1231,6682,5968,1
1788586951.6087737,ENC,54050,5,,10,20,,,,,,,,
1788586951.614477,TRN,54052,5,,,,333.411,383.726,20.145,50.516,1223,6686,5976,1
1788586951.6284657,ENC,54070,5,,11,20,,,,,,,,
1788586951.6339548,TRN,54072,5,,,,333.829,383.726,20.085,50.106,1209,6691,5990,1
1788586951.6484065,ENC,54090,5,,10,19,,,,,,,,
1788586951.6538546,TRN,54092,5,,,,334.229,383.726,19.904,49.696,1202,6694,5997,1
1788586951.6683018,ENC,54110,5,,10,19,,,,,,,,
1788586951.6739159,TRN,54112,5,,,,334.631,383.726,20.688,49.297,1193,6698,6006,1
1788586951.6881566,ENC,54130,5,,11,19,,,,,,,,
1788586951.6936145,TRN,54132,5,,,,335.033,383.726,19.904,48.891,1182,6702,6017,1
1788586951.7081027,ENC,54150,5,,10,18,,,,,,,,
1788586951.7136133,TRN,54152,5,,,,335.42,383.726,18.879,48.497,1174,6706,6025,1
1788586951.7279482,ENC,54170,5,,10,18,,,,,,,,
1788586951.7333996,TRN,54172,5,,,,335.792,383.726,17.914,48.117,1165,6710,6034,1
1788586951.7481008,ENC,54190,5,,11,19,,,,,,,,
1788586951.7537155,TRN,54192,5,,,,336.152,383.726,18.155,47.754,1158,6713,6041,1
1788586951.7677028,ENC,54210,5,,10,17,,,,,,,,
1788586951.7731674,TRN,54212,5,,,,336.499,383.726,17.07,47.398,1151,6716,6048,1
1788586951.7876244,ENC,54230,5,,10,17,,,,,,,,
1788586951.793077,TRN,54232,5,,,,336.841,383.726,17.07,47.056,1142,6719,6057,1
1788586951.8075285,ENC,54250,5,,10,18,,,,,,,,
1788586951.8131251,TRN,54252,5,,,,337.177,383.726,16.105,46.714,1134,6723,6065,1
1788586951.8273792,ENC,54270,5,,10,16,,,,,,,,
1788586951.8328338,TRN,54272,5,,,,337.512,383.726,16.949,46.383,1126,6726,6073,1
1788586951.847306,ENC,54290,5,,10,17,,,,,,,,
1788586951.8527317,TRN,54292,5,,,,337.855,383.726,17.19,46.043,1117,6730,6082,1
1788586951.8670735,ENC,54310,5,,9,17,,,,,,,,
1788586951.8725982,TRN,54312,5,,,,338.189,383.726,16.768,45.703,1110,6733,6089,1
1788586951.88719,ENC,54330,5,,10,16,,,,,,,,
1788586951.8928156,TRN,54332,5,,,,338.521,383.726,16.044,45.369,1101,6737,6098,1
1788586951.9068694,ENC,54350,5,,9,17,,,,,,,,
1788586951.9123933,TRN,54352,5,,,,338.837,383.726,15.743,45.046,1095,6739,6104,1
1788586951.9268115,ENC,54370,5,,10,16,,,,,,,,
1788586951.9322565,TRN,54372,5,,,,339.16,383.726,15.743,44.727,1085,6743,6114,1
1788586951.9466085,ENC,54390,5,,9,16,,,,,,,,
1788586951.952325,TRN,54392,5,,,,339.474,383.726,15.622,44.408,1079,6746,6120,1
1788586951.9664593,ENC,54410,5,,9,16,,,,,,,,
1788586951.9719841,TRN,54412,5,,,,339.788,383.726,15.984,44.095,1071,6749,6128,1
1788586951.9863696,ENC,54430,5,,9,16,,,,,,,,
1788586951.9918358,TRN,54432,5,,,,340.109,383.726,16.044,43.777,1062,6753,6137,1
1788586952.0063007,ENC,54450,5,,9,15,,,,,,,,
1788586952.0118105,TRN,54452,5,,,,340.421,383.726,15.26,43.459,1055,6756,6144,1
1788586952.0263133,ENC,54470,5,,9,16,,,,,,,,
1788586952.0317962,TRN,54472,5,,,,340.727,383.726,15.381,43.152,1048,6759,6151,1
1788586952.0460489,ENC,54490,5,,9,15,,,,,,,,
1788586952.0515966,TRN,54492,5,,,,341.03,383.726,14.416,42.845,1040,6762,6159,1
1788586952.0659406,ENC,54510,5,,9,15,,,,,,,,
1788586952.0714972,TRN,54512,5,,,,341.332,383.726,15.321,42.547,1033,6765,6166,1
1788586952.085902,ENC,54530,5,,8,15,,,,,,,,
1788586952.0916352,TRN,54532,5,,,,341.63,383.726,14.838,42.244,1027,6768,6172,1
1788586952.1057372,ENC,54550,5,,8,15,,,,,,,,
1788586952.1112816,TRN,54552,5,,,,341.926,383.726,14.597,41.947,1019,6771,6180,1
1788586952.1256034,ENC,54570,5,,8,14,,,,,,,,
1788586952.1311831,TRN,54572,5,,,,342.219,383.726,14.718,41.653,1012,6774,6187,1
1788586952.1454966,ENC,54590,5,,8,14,,,,,,,,
1788586952.150965,TRN,54592,5,,,,342.508,383.726,14.356,41.361,1005,6777,6194,1
1788586952.1656039,ENC,54610,5,,9,14,,,,,,,,
1788586952.1709673,TRN,54612,5,,,,342.792,383.726,13.994,41.074,998,6780,6201,1
1788586952.1852946,ENC,54630,5,,8,13,,,,,,,,
1788586952.1907663,TRN,54632,5,,,,343.071,383.726,13.753,40.793,992,6782,6207,1
1788586952.2051964,ENC,54650,5,,8,14,,,,,,,,
1788586952.210541,TRN,54652,5,,,,343.34,383.726,13.331,40.519,986,6785,6213,1
1788586952.2251406,ENC,54670,5,,7,13,,,,,,,,
1788586952.2307172,TRN,54672,5,,,,343.6,383.726,12.909,40.255,981,6787,6218,1
1788586952.2449613,ENC,54690,5,,7,14,,,,,,,,
1788586952.2504246,TRN,54692,5,,,,343.864,383.726,13.331,39.995,973,6790,6226,1
1788586952.264858,ENC,54710,5,,8,13,,,,,,,,
1788586952.2702072,TRN,54712,5,,,,344.129,383.726,13.089,39.728,967,6793,6232,1
1788586952.2847183,ENC,54730,5,,7,13,,,,,,,,
1788586952.2900846,TRN,54732,5,,,,344.391,383.726,13.089,39.465,960,6796,6239,1
1788586952.3048084,ENC,54750,5,,7,12,,,,,,,,
1788586952.3101969,TRN,54752,5,,,,344.649,383.726,12.969,39.205,955,6798,6244,1
1788586952.3244839,ENC,54770,5,,8,12,,,,,,,,
1788586952.3298903,TRN,54772,5,,,,344.908,383.726,12.788,38.947,948,6801,6251,1
1788586952.3443913,ENC,54790,5,,6,13,,,,,,,,
1788586952.3497534,TRN,54792,5,,,,345.163,383.726,12.728,38.69,942,6803,6257,1
1788586952.3644104,ENC,54810,5,,7,12,,,,,,,,
1788586952.3700075,TRN,54812,5,,,,345.422,383.726,13.029,38.434,935,6806,6264,1
1788586952.3841593,ENC,54830,5,,7,11,,,,,,,,
1788586952.3895671,TRN,54832,5,,,,345.671,383.726,12.004,38.176,930,6809,6269,1
1788586952.4040642,ENC,54850,5,,7,12,,,,,,,,
1788586952.4095032,TRN,54852,5,,,,345.911,383.726,12.004,37.934,924,6811,6275,1
1788586952.4239175,ENC,54870,5,,7,12,,,,,,,,
1788586952.4293506,TRN,54872,5,,,,346.153,383.726,12.366,37.694,918,6813,6281,1
1788586952.4439912,ENC,54890,5,,6,11,,,,,,,,
1788586952.449392,TRN,54892,5,,,,346.394,383.726,11.944,37.451,912,6816,6287,1
1788586952.463722,ENC,54910,5,,7,12,,,,,,,,
1788586952.4690864,TRN,54912,5,,,,346.634,383.726,11.582,37.211,906,6819,6293,1
1788586952.4835572,ENC,54930,5,,6,11,,,,,,,,
1788586952.4889505,TRN,54932,5,,,,346.869,383.726,12.245,36.976,901,6820,6298,1
1788586952.5035849,ENC,54950,5,,6,12,,,,,,,,
1788586952.5091307,TRN,54952,5,,,,347.109,383.726,11.883,36.736,895,6823,6304,1
1788586952.5233743,ENC,54970,5,,6,11,,,,,,,,
1788586952.5288696,TRN,54972,5,,,,347.347,383.726,11.944,36.498,889,6826,6310,1
1788586952.543258,ENC,54990,5,,6,11,,,,,,,,
1788586952.5486298,TRN,54992,5,,,,347.575,383.726,11.16,36.263,884,6828,6315,1
