host_time,session_id,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta,sample_dt_ms,yaw_deg,target_deg,yaw_rate_dps,turn_error_deg,turn_effort,left_pwm,right_pwm,servo_ccr,turn_phase,fault_code
1788588427.081084,1,ENC,36451,0,,0,0,20,,,,,,,,,,
1788588427.1009529,1,ENC,36471,0,,0,0,20,,,,,,,,,,
1788588427.1208787,1,ENC,36491,0,,0,0,20,,,,,,,,,,
1788588427.140761,1,ENC,36511,0,,0,0,20,,,,,,,,,,
1788588427.1606636,1,ENC,36531,0,,0,0,20,,,,,,,,,,
1788588427.1805706,1,ENC,36551,0,,0,0,20,,,,,,,,,,
1788588427.200614,1,ENC,36571,0,,0,0,20,,,,,,,,,,
1788588427.220389,1,ENC,36591,0,,0,0,20,,,,,,,,,,
1788588427.2393868,1,ENC,36611,0,,0,0,20,,,,,,,,,,
1788588427.2602122,1,ENC,36631,0,,0,0,20,,,,,,,,,,
1788588427.2801065,1,ENC,36651,0,,0,0,20,,,,,,,,,,
1788588427.3000126,1,ENC,36671,0,,0,0,20,,,,,,,,,,
1788588427.319952,1,ENC,36691,0,,0,0,20,,,,,,,,,,
1788588427.3399694,1,ENC,36711,0,,0,0,20,,,,,,,,,,
1788588427.359746,1,ENC,36731,0,,0,0,20,,,,,,,,,,
1788588427.379659,1,ENC,36751,0,,0,0,20,,,,,,,,,,
1788588427.3995938,1,ENC,36771,0,,0,0,20,,,,,,,,,,
1788588427.41949,1,ENC,36791,0,,0,0,20,,,,,,,,,,
1788588427.438494,1,ENC,36811,0,,0,0,20,,,,,,,,,,
1788588427.4593492,1,ENC,36831,0,,0,0,20,,,,,,,,,,
1788588427.4793637,1,ENC,36851,0,,0,0,20,,,,,,,,,,
1788588427.4991562,1,ENC,36871,0,,0,0,20,,,,,,,,,,
1788588427.5190883,1,ENC,36891,0,,0,0,20,,,,,,,,,,
1788588427.5389693,1,ENC,36911,0,,0,0,20,,,,,,,,,,
1788588427.5588777,1,ENC,36931,0,,0,0,20,,,,,,,,,,
1788588427.5788023,1,ENC,36951,0,,0,0,20,,,,,,,,,,
1788588427.5987163,1,ENC,36971,0,,0,0,20,,,,,,,,,,
1788588427.6187735,1,ENC,36991,0,,0,0,20,,,,,,,,,,
1788588427.6376593,1,ENC,37011,0,,0,0,20,,,,,,,,,,
1788588427.6584954,1,ENC,37031,0,,0,0,20,,,,,,,,,,
1788588427.6783972,1,ENC,37051,0,,0,0,20,,,,,,,,,,
1788588427.698321,1,ENC,37071,0,,0,0,20,,,,,,,,,,
1788588427.7183306,1,ENC,37091,0,,0,0,20,,,,,,,,,,
1788588427.7382963,1,ENC,37111,0,,0,0,20,,,,,,,,,,
1788588427.7582893,1,ENC,37131,0,,0,0,20,,,,,,,,,,
1788588427.7780797,1,ENC,37151,0,,0,0,20,,,,,,,,,,
1788588427.7980018,1,ENC,37171,0,,0,0,20,,,,,,,,,,
1788588427.8179212,1,ENC,37191,0,,0,0,20,,,,,,,,,,
1788588427.8368976,1,ENC,37211,0,,0,0,20,,,,,,,,,,
1788588427.857783,1,ENC,37231,0,,0,0,20,,,,,,,,,,
1788588427.8776743,1,ENC,37251,0,,0,0,20,,,,,,,,,,
1788588427.8977122,1,ENC,37271,0,,0,0,20,,,,,,,,,,
1788588427.9175463,1,ENC,37291,0,,0,0,20,,,,,,,,,,
1788588427.937447,1,ENC,37311,0,,0,0,20,,,,,,,,,,
1788588427.9573522,1,ENC,37331,0,,0,0,20,,,,,,,,,,
1788588427.9772651,1,ENC,37351,0,,0,0,20,,,,,,,,,,
1788588427.9971533,1,ENC,37371,0,,0,0,20,,,,,,,,,,
1788588428.0171244,1,ENC,37391,0,,0,0,20,,,,,,,,,,
1788588428.0362365,1,ENC,37411,0,,0,0,20,,,,,,,,,,
1788588428.0569048,1,ENC,37431,0,,0,0,20,,,,,,,,,,
1788588428.0768201,1,ENC,37451,0,,0,0,20,,,,,,,,,,
1788588428.0967293,1,ENC,37471,0,,0,0,20,,,,,,,,,,
1788588428.116663,1,ENC,37491,0,,0,0,20,,,,,,,,,,
1788588428.1365442,1,ENC,37511,0,,0,0,20,,,,,,,,,,
1788588428.1564527,1,ENC,37531,0,,0,0,20,,,,,,,,,,
