host_time,session_id,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta,sample_dt_ms,yaw_deg,target_deg,yaw_rate_dps,turn_error_deg,turn_effort,left_pwm,right_pwm,servo_ccr,turn_phase,fault_code
1788593397.532073,1,ENC,17971,0,,0,0,20,,,,,,,,,,
1788593397.5520422,1,ENC,17991,0,,0,0,20,,,,,,,,,,
1788593397.5718448,1,ENC,18011,0,,0,0,20,,,,,,,,,,
1788593397.5908139,1,ENC,18031,0,,0,0,20,,,,,,,,,,
1788593397.6116295,1,ENC,18051,0,,0,0,20,,,,,,,,,,
1788593397.6315377,1,ENC,18071,0,,0,0,20,,,,,,,,,,
1788593397.6514435,1,ENC,18091,0,,0,0,20,,,,,,,,,,
1788593397.671342,1,ENC,18111,0,,0,0,20,,,,,,,,,,
1788593397.6914105,1,ENC,18131,0,,0,0,20,,,,,,,,,,
1788593397.7111738,1,ENC,18151,0,,0,0,20,,,,,,,,,,
1788593397.731072,1,ENC,18171,0,,0,0,20,,,,,,,,,,
1788593397.7509937,1,ENC,18191,0,,0,0,20,,,,,,,,,,
1788593397.7708962,1,ENC,18211,0,,0,0,20,,,,,,,,,,
1788593397.789882,1,ENC,18231,0,,0,0,20,,,,,,,,,,
1788593397.8106925,1,ENC,18251,0,,0,0,20,,,,,,,,,,
1788593397.8306081,1,ENC,18271,0,,0,0,20,,,,,,,,,,
1788593397.850596,1,ENC,18291,0,,0,0,20,,,,,,,,,,
1788593397.8704317,1,ENC,18311,0,,0,0,20,,,,,,,,,,
1788593397.8904886,1,ENC,18331,0,,0,0,20,,,,,,,,,,
1788593397.9102736,1,ENC,18351,0,,0,0,20,,,,,,,,,,
1788593397.93016,1,ENC,18371,0,,0,0,20,,,,,,,,,,
1788593397.9500763,1,ENC,18391,0,,0,0,20,,,,,,,,,,
1788593397.9700155,1,ENC,18411,0,,0,0,20,,,,,,,,,,
1788593397.9889846,1,ENC,18431,0,,0,0,20,,,,,,,,,,
1788593398.0098076,1,ENC,18451,0,,0,0,20,,,,,,,,,,
1788593398.0298748,1,ENC,18471,0,,0,0,20,,,,,,,,,,
1788593398.049702,1,ENC,18491,0,,0,0,20,,,,,,,,,,
1788593398.0695226,1,ENC,18511,0,,0,0,20,,,,,,,,,,
1788593398.089449,1,ENC,18531,0,,0,0,20,,,,,,,,,,
1788593398.1093557,1,ENC,18551,0,,0,0,20,,,,,,,,,,
1788593398.1292336,1,ENC,18571,0,,0,0,20,,,,,,,,,,
1788593398.1491406,1,ENC,18591,0,,0,0,20,,,,,,,,,,
1788593398.169174,1,ENC,18611,0,,0,0,20,,,,,,,,,,
1788593398.1881232,1,ENC,18631,0,,0,0,20,,,,,,,,,,
1788593398.208958,1,ENC,18651,0,,0,0,20,,,,,,,,,,
1788593398.2290382,1,ENC,18671,0,,0,0,20,,,,,,,,,,
1788593398.2488763,1,ENC,18691,0,,0,0,20,,,,,,,,,,
1788593398.268702,1,ENC,18711,0,,0,0,20,,,,,,,,,,
1788593398.2886012,1,ENC,18731,0,,0,0,20,,,,,,,,,,
1788593398.3085172,1,ENC,18751,0,,0,0,20,,,,,,,,,,
1788593398.3284173,1,ENC,18771,0,,0,0,20,,,,,,,,,,
1788593398.34832,1,ENC,18791,0,,0,0,20,,,,,,,,,,
1788593398.3683822,1,ENC,18811,0,,0,0,20,,,,,,,,,,
1788593398.3872128,1,ENC,18831,0,,0,0,20,,,,,,,,,,
1788593398.4080334,1,ENC,18851,0,,0,0,20,,,,,,,,,,
1788593398.427943,1,ENC,18871,0,,0,0,20,,,,,,,,,,
1788593398.4478745,1,ENC,18891,0,,0,0,20,,,,,,,,,,
1788593398.4677918,1,ENC,18911,0,,0,0,20,,,,,,,,,,
1788593398.487692,1,ENC,18931,0,,0,0,20,,,,,,,,,,
1788593398.5076888,1,ENC,18951,0,,0,0,20,,,,,,,,,,
1788593398.5275087,1,ENC,18971,0,,0,0,20,,,,,,,,,,
1788593398.5475283,1,ENC,18991,0,,0,0,20,,,,,,,,,,
1788593398.5666401,1,ENC,19011,0,,0,0,20,,,,,,,,,,
1788593398.587272,1,ENC,19031,0,,0,0,20,,,,,,,,,,
1788593398.6071293,1,ENC,19051,0,,0,0,20,,,,,,,,,,
1788593398.6270726,1,ENC,19071,0,,0,0,20,,,,,,,,,,
1788593398.6470292,1,ENC,19091,0,,0,0,20,,,,,,,,,,
1788593398.6668537,1,ENC,19111,0,,0,0,20,,,,,,,,,,
1788593398.686742,1,ENC,19131,0,,0,0,20,,,,,,,,,,
1788593398.7068121,1,ENC,19151,0,,0,0,20,,,,,,,,,,
1788593398.7265623,1,ENC,19171,0,,0,0,20,,,,,,,,,,
1788593398.7465549,1,ENC,19191,0,,0,0,20,,,,,,,,,,
1788593398.7655272,1,ENC,19211,0,,0,0,20,,,,,,,,,,
1788593398.7863164,1,ENC,19231,0,,0,0,20,,,,,,,,,,
1788593398.806209,1,ENC,19251,0,,0,0,20,,,,,,,,,,
1788593398.8261552,1,ENC,19271,0,,0,0,20,,,,,,,,,,
1788593398.8460739,1,ENC,19291,0,,0,0,20,,,,,,,,,,
1788593398.865977,1,ENC,19311,0,,0,0,20,,,,,,,,,,
1788593398.8858848,1,ENC,19331,0,,0,0,20,,,,,,,,,,
1788593398.9059224,1,ENC,19351,0,,0,0,20,,,,,,,,,,
1788593398.925715,1,ENC,19371,0,,0,0,20,,,,,,,,,,
1788593398.9457204,1,ENC,19391,0,,0,0,20,,,,,,,,,,
1788593398.964621,1,ENC,19411,0,,0,0,20,,,,,,,,,,
1788593398.9854453,1,ENC,19431,0,,0,0,20,,,,,,,,,,
1788593399.0053616,1,ENC,19451,0,,0,0,20,,,,,,,,,,
1788593399.0253148,1,ENC,19471,0,,0,0,20,,,,,,,,,,
1788593399.045327,1,ENC,19491,0,,0,0,20,,,,,,,,,,
1788593399.06509,1,ENC,19511,0,,0,0,20,,,,,,,,,,
1788593399.0850074,1,ENC,19531,0,,0,0,20,,,,,,,,,,
1788593399.104928,1,ENC,19551,0,,0,0,20,,,,,,,,,,
1788593399.1249874,1,ENC,19571,0,,0,0,20,,,,,,,,,,
1788593399.1447184,1,ENC,19591,0,,0,0,20,,,,,,,,,,
1788593399.1637504,1,ENC,19611,0,,0,0,20,,,,,,,,,,
1788593399.184647,1,ENC,19631,0,,0,0,20,,,,,,,,,,
1788593399.2044814,1,ENC,19651,0,,0,0,20,,,,,,,,,,
1788593399.224407,1,ENC,19671,0,,0,0,20,,,,,,,,,,
1788593399.2444284,1,ENC,19691,0,,0,0,20,,,,,,,,,,
1788593399.2642014,1,ENC,19711,0,,0,0,20,,,,,,,,,,
1788593399.284099,1,ENC,19731,0,,0,0,20,,,,,,,,,,
1788593399.3040168,1,ENC,19751,0,,0,0,20,,,,,,,,,,
1788593399.3239105,1,ENC,19771,0,,0,0,20,,,,,,,,,,
1788593399.343829,1,ENC,19791,0,,0,0,20,,,,,,,,,,
1788593399.3628047,1,ENC,19811,0,,0,0,20,,,,,,,,,,
1788593399.3837373,1,ENC,19831,0,,0,0,20,,,,,,,,,,
1788593399.4035118,1,ENC,19851,0,,0,0,20,,,,,,,,,,
1788593399.423455,1,ENC,19871,0,,0,0,20,,,,,,,,,,
1788593399.443423,1,ENC,19891,0,,0,0,20,,,,,,,,,,
1788593399.4632494,1,ENC,19911,0,,0,0,20,,,,,,,,,,
1788593399.4831421,1,ENC,19931,0,,0,0,20,,,,,,,,,,
1788593399.5030322,1,ENC,19951,0,,0,0,20,,,,,,,,,,
1788593399.5230052,1,ENC,19971,0,,0,0,20,,,,,,,,,,
1788593399.543074,1,ENC,19991,0,,0,0,20,,,,,,,,,,
1788593399.5622337,1,ENC,20011,0,,0,0,20,,,,,,,,,,
1788593399.583038,1,ENC,20031,0,,0,0,20,,,,,,,,,,
1788593399.6027746,1,ENC,20051,0,,0,0,20,,,,,,,,,,
1788593399.6231287,1,ENC,20071,0,,0,0,20,,,,,,,,,,
1788593399.643519,1,ENC,20091,0,,0,0,20,,,,,,,,,,
1788593399.6631858,1,ENC,20111,0,,0,0,20,,,,,,,,,,
1788593399.6830902,1,ENC,20131,0,,0,0,20,,,,,,,,,,
1788593399.7027724,1,ENC,20151,0,,0,0,20,,,,,,,,,,
1788593399.7228296,1,ENC,20171,0,,0,0,20,,,,,,,,,,
1788593399.7425926,1,ENC,20191,0,,0,0,20,,,,,,,,,,
1788593399.7618582,1,ENC,20211,0,,0,0,20,,,,,,,,,,
1788593399.782406,1,ENC,20231,0,,0,0,20,,,,,,,,,,
1788593399.8022842,1,ENC,20251,0,,0,0,20,,,,,,,,,,
1788593399.822213,1,ENC,20271,0,,0,0,20,,,,,,,,,,
1788593399.8420074,1,ENC,20291,0,,0,0,20,,,,,,,,,,
1788593399.8619106,1,ENC,20311,0,,0,0,20,,,,,,,,,,
1788593399.8814023,1,ENC,20331,0,,0,0,20,,,,,,,,,,
1788593399.9017932,1,ENC,20351,0,,0,0,20,,,,,,,,,,
1788593399.9218726,1,ENC,20371,0,,0,0,20,,,,,,,,,,
1788593399.9416249,1,ENC,20391,0,,0,0,20,,,,,,,,,,
