host_time,session_id,record_type,stm_tick_ms,command_id,command,motor_a_delta,motor_b_delta,sample_dt_ms,yaw_deg,target_deg,yaw_rate_dps,turn_error_deg,turn_effort,left_pwm,right_pwm,servo_ccr,turn_phase,fault_code
1788592751.818226,1,ENC,18471,0,,0,0,20,,,,,,,,,,
1788592751.8381696,1,ENC,18491,0,,0,0,20,,,,,,,,,,
1788592751.8579974,1,ENC,18511,0,,0,0,20,,,,,,,,,,
1788592751.8779104,1,ENC,18531,0,,0,0,20,,,,,,,,,,
1788592751.8978343,1,ENC,18551,0,,0,0,20,,,,,,,,,,
1788592751.9178705,1,ENC,18571,0,,0,0,20,,,,,,,,,,
1788592751.9376504,1,ENC,18591,0,,0,0,20,,,,,,,,,,
1788592751.957592,1,ENC,18611,0,,0,0,20,,,,,,,,,,
1788592751.977487,1,ENC,18631,0,,0,0,20,,,,,,,,,,
1788592751.996501,1,ENC,18651,0,,0,0,20,,,,,,,,,,
1788592752.0173182,1,ENC,18671,0,,0,0,20,,,,,,,,,,
1788592752.0373213,1,ENC,18691,0,,0,0,20,,,,,,,,,,
1788592752.0572813,1,ENC,18711,0,,0,0,20,,,,,,,,,,
1788592752.0770698,1,ENC,18731,0,,0,0,20,,,,,,,,,,
1788592752.0970109,1,ENC,18751,0,,0,0,20,,,,,,,,,,
1788592752.116933,1,ENC,18771,0,,0,0,20,,,,,,,,,,
1788592752.1368344,1,ENC,18791,0,,0,0,20,,,,,,,,,,
1788592752.1567843,1,ENC,18811,0,,0,0,20,,,,,,,,,,
1788592752.1766763,1,ENC,18831,0,,0,0,20,,,,,,,,,,
1788592752.1957977,1,ENC,18851,0,,0,0,20,,,,,,,,,,
1788592752.2165048,1,ENC,18871,0,,0,0,20,,,,,,,,,,
1788592752.2364218,1,ENC,18891,0,,0,0,20,,,,,,,,,,
1788592752.2563477,1,ENC,18911,0,,0,0,20,,,,,,,,,,
1788592752.2762637,1,ENC,18931,0,,0,0,20,,,,,,,,,,
1788592752.296186,1,ENC,18951,0,,0,0,20,,,,,,,,,,
1788592752.3160944,1,ENC,18971,0,,0,0,20,,,,,,,,,,
1788592752.3361363,1,ENC,18991,0,,0,0,20,,,,,,,,,,
1788592752.3559577,1,ENC,19011,0,,0,0,20,,,,,,,,,,
1788592752.375872,1,ENC,19031,0,,0,0,20,,,,,,,,,,
1788592752.3948689,1,ENC,19051,0,,0,0,20,,,,,,,,,,
1788592752.4157188,1,ENC,19071,0,,0,0,20,,,,,,,,,,
1788592752.4357088,1,ENC,19091,0,,0,0,20,,,,,,,,,,
1788592752.4555604,1,ENC,19111,0,,0,0,20,,,,,,,,,,
1788592752.475633,1,ENC,19131,0,,0,0,20,,,,,,,,,,
1788592752.495434,1,ENC,19151,0,,0,0,20,,,,,,,,,,
1788592752.5154405,1,ENC,19171,0,,0,0,20,,,,,,,,,,
1788592752.5353734,1,ENC,19191,0,,0,0,20,,,,,,,,,,
1788592752.5553336,1,ENC,19211,0,,0,0,20,,,,,,,,,,
1788592752.575256,1,ENC,19231,0,,0,0,20,,,,,,,,,,
1788592752.5942082,1,ENC,19251,0,,0,0,20,,,,,,,,,,
1788592752.615189,1,ENC,19271,0,,0,0,20,,,,,,,,,,
1788592752.6349816,1,ENC,19291,0,,0,0,20,,,,,,,,,,
1788592752.6549463,1,ENC,19311,0,,0,0,20,,,,,,,,,,
1788592752.6749735,1,ENC,19331,0,,0,0,20,,,,,,,,,,
1788592752.6947615,1,ENC,19351,0,,0,0,20,,,,,,,,,,
1788592752.7146845,1,ENC,19371,0,,0,0,20,,,,,,,,,,
1788592752.7346494,1,ENC,19391,0,,0,0,20,,,,,,,,,,
1788592752.754651,1,ENC,19411,0,,0,0,20,,,,,,,,,,
1788592752.7744853,1,ENC,19431,0,,0,0,20,,,,,,,,,,
1788592752.7934716,1,ENC,19451,0,,0,0,20,,,,,,,,,,
1788592752.8144372,1,ENC,19471,0,,0,0,20,,,,,,,,,,
1788592752.8343358,1,ENC,19491,0,,0,0,20,,,,,,,,,,
1788592752.8541555,1,ENC,19511,0,,0,0,20,,,,,,,,,,
1788592752.8741026,1,ENC,19531,0,,0,0,20,,,,,,,,,,
1788592752.8940344,1,ENC,19551,0,,0,0,20,,,,,,,,,,
1788592752.9139342,1,ENC,19571,0,,0,0,20,,,,,,,,,,
1788592752.9338984,1,ENC,19591,0,,0,0,20,,,,,,,,,,
1788592752.953951,1,ENC,19611,0,,0,0,20,,,,,,,,,,
1788592752.9737327,1,ENC,19631,0,,0,0,20,,,,,,,,,,
1788592752.9927495,1,ENC,19651,0,,0,0,20,,,,,,,,,,
1788592753.013622,1,ENC,19671,0,,0,0,20,,,,,,,,,,
1788592753.0334933,1,ENC,19691,0,,0,0,20,,,,,,,,,,
1788592753.053441,1,ENC,19711,0,,0,0,20,,,,,,,,,,
1788592753.073354,1,ENC,19731,0,,0,0,20,,,,,,,,,,
1788592753.0933971,1,ENC,19751,0,,0,0,20,,,,,,,,,,
1788592753.1131918,1,ENC,19771,0,,0,0,20,,,,,,,,,,
1788592753.133127,1,ENC,19791,0,,0,0,20,,,,,,,,,,
1788592753.1530697,1,ENC,19811,0,,0,0,20,,,,,,,,,,
1788592753.172986,1,ENC,19831,0,,0,0,20,,,,,,,,,,
1788592753.192882,1,ENC,19851,0,,0,0,20,,,,,,,,,,
1788592753.2128263,1,ENC,19871,0,,0,0,20,,,,,,,,,,
1788592753.2328587,1,ENC,19891,0,,0,0,20,,,,,,,,,,
1788592753.2526495,1,ENC,19911,0,,0,0,20,,,,,,,,,,
1788592753.2725942,1,ENC,19931,0,,0,0,20,,,,,,,,,,
1788592753.2925472,1,ENC,19951,0,,0,0,20,,,,,,,,,,
1788592753.3124835,1,ENC,19971,0,,0,0,20,,,,,,,,,,
1788592753.3323636,1,ENC,19991,0,,0,0,20,,,,,,,,,,
1788592753.3523397,1,ENC,20011,0,,0,0,20,,,,,,,,,,
1788592753.3713276,1,ENC,20031,0,,0,0,20,,,,,,,,,,
1788592753.3922067,1,ENC,20051,0,,0,0,20,,,,,,,,,,
1788592753.4121635,1,ENC,20071,0,,0,0,20,,,,,,,,,,
1788592753.4321887,1,ENC,20091,0,,0,0,20,,,,,,,,,,
1788592753.4519856,1,ENC,20111,0,,0,0,20,,,,,,,,,,
1788592753.47193,1,ENC,20131,0,,0,0,20,,,,,,,,,,
1788592753.4918146,1,ENC,20151,0,,0,0,20,,,,,,,,,,
1788592753.51177,1,ENC,20171,0,,0,0,20,,,,,,,,,,
1788592753.531694,1,ENC,20191,0,,0,0,20,,,,,,,,,,
1788592753.5516536,1,ENC,20211,0,,0,0,20,,,,,,,,,,
1788592753.57066,1,ENC,20231,0,,0,0,20,,,,,,,,,,
1788592753.5914621,1,ENC,20251,0,,0,0,20,,,,,,,,,,
1788592753.6114001,1,ENC,20271,0,,0,0,20,,,,,,,,,,
1788592753.6313038,1,ENC,20291,0,,0,0,20,,,,,,,,,,
1788592753.6512394,1,ENC,20311,0,,0,0,20,,,,,,,,,,
1788592753.6711535,1,ENC,20331,0,,0,0,20,,,,,,,,,,
1788592753.6911075,1,ENC,20351,0,,0,0,20,,,,,,,,,,
1788592753.7111518,1,ENC,20371,0,,0,0,20,,,,,,,,,,
1788592753.7309794,1,ENC,20391,0,,0,0,20,,,,,,,,,,
1788592753.750911,1,ENC,20411,0,,0,0,20,,,,,,,,,,
1788592753.7699127,1,ENC,20431,0,,0,0,20,,,,,,,,,,
1788592753.7907488,1,ENC,20451,0,,0,0,20,,,,,,,,,,
1788592753.810701,1,ENC,20471,0,,0,0,20,,,,,,,,,,
1788592753.8305984,1,ENC,20491,0,,0,0,20,,,,,,,,,,
1788592753.8505242,1,ENC,20511,0,,0,0,20,,,,,,,,,,
1788592753.8704367,1,ENC,20531,0,,0,0,20,,,,,,,,,,
1788592753.890437,1,ENC,20551,0,,0,0,20,,,,,,,,,,
1788592753.9104257,1,ENC,20571,0,,0,0,20,,,,,,,,,,
1788592753.9302096,1,ENC,20591,0,,0,0,20,,,,,,,,,,
1788592753.9501927,1,ENC,20611,0,,0,0,20,,,,,,,,,,
1788592753.9691496,1,ENC,20631,0,,0,0,20,,,,,,,,,,
1788592753.9900165,1,ENC,20651,0,,0,0,20,,,,,,,,,,
1788592754.009971,1,ENC,20671,0,,0,0,20,,,,,,,,,,
1788592754.0298703,1,ENC,20691,0,,0,0,20,,,,,,,,,,
1788592754.0497925,1,ENC,20711,0,,0,0,20,,,,,,,,,,
1788592754.0697079,1,ENC,20731,0,,0,0,20,,,,,,,,,,
1788592754.089625,1,ENC,20751,0,,0,0,20,,,,,,,,,,
1788592754.1096668,1,ENC,20771,0,,0,0,20,,,,,,,,,,
1788592754.1294742,1,ENC,20791,0,,0,0,20,,,,,,,,,,
1788592754.1493888,1,ENC,20811,0,,0,0,20,,,,,,,,,,
1788592754.1684306,1,ENC,20831,0,,0,0,20,,,,,,,,,,
1788592754.1892307,1,ENC,20851,0,,0,0,20,,,,,,,,,,
1788592754.2091782,1,ENC,20871,0,,0,0,20,,,,,,,,,,
1788592754.229101,1,ENC,20891,0,,0,0,20,,,,,,,,,,
1788592754.2491398,1,ENC,20911,0,,0,0,20,,,,,,,,,,
1788592754.2689602,1,ENC,20931,0,,0,0,20,,,,,,,,,,
1788592754.2889714,1,ENC,20951,0,,0,0,20,,,,,,,,,,
1788592754.308785,1,ENC,20971,0,,0,0,20,,,,,,,,,,
1788592754.3287365,1,ENC,20991,0,,0,0,20,,,,,,,,,,
1788592754.348646,1,ENC,21011,0,,0,0,20,,,,,,,,,,
1788592754.368051,1,ENC,21031,0,,0,0,20,,,,,,,,,,
